HYRIV_ID,NEXT_DOWN,MAIN_RIV,LENGTH_KM,DIST_DN_KM,DIST_UP_KM,CATCH_SKM,UPLAND_SKM,ENDORHEIC,DIS_AV_CMS,ORD_STRA,ORD_CLAS,ORD_FLOW,HYBAS_L12
40514727,40514423,40417973,3.10,4073.3,11.1,16.01,58.8,0,0.041,2,3,8,4121377580
40514728,40514727,40417973,3.45,4076.6,7.8,29.20,29.2,0,0.021,1,3,8,4121377580
40514729,40515893,40417973,3.65,4262.3,72.0,5.63,1459.7,0,1.574,4,2,6,4121378070
40514730,40514731,40417973,3.27,3711.6,8.6,16.88,16.9,0,0.062,1,4,8,4121377770
40514731,40514585,40417973,1.96,3709.6,15.3,2.46,100.3,0,0.392,2,3,7,4121377770
40514732,40513943,40417973,5.87,3698.6,26.3,11.79,167.3,0,0.649,2,3,7,4121377200
40514733,40512801,40417973,11.66,3660.5,16.8,40.46,40.5,0,0.167,1,6,7,4120612450
40514734,40512311,40417973,9.23,3705.0,15.4,51.89,51.9,0,0.192,1,4,7,4120613900
40514735,40514736,40417973,2.36,3688.9,7.8,14.43,14.4,0,0.052,1,4,8,4120616130
40514736,40514910,40417973,3.92,3685.0,38.9,10.91,466.5,0,1.652,3,3,6,4120616130
40514737,40514738,40417973,0.60,3679.3,44.6,0.18,550.8,0,1.956,3,3,6,4120616130
40514738,40514911,40417973,3.64,3675.5,48.4,10.91,573.5,0,2.032,3,3,6,4120616130
40514739,40514911,40417973,6.43,3675.6,32.8,16.71,326.3,0,1.084,3,4,6,4120615980
40514740,40515038,40417973,0.90,3672.6,6.4,10.73,10.7,0,0.036,1,4,8,4121377780
40514741,40514742,40417973,1.36,3663.0,61.0,2.11,1139.3,0,3.924,4,3,6,4121377810
40514742,40514250,40417973,5.59,3657.2,66.7,23.58,1188.8,0,4.087,4,3,6,4120614080
40514743,40514251,40417973,7.36,3660.7,12.8,30.96,31.0,0,0.109,1,3,7,4120614090
40514744,40514592,40417973,0.90,3661.0,5.5,10.21,10.2,0,0.038,1,4,8,4121375680
40514745,40513947,40417973,5.19,1922.7,10.0,27.97,28.0,0,0.112,1,5,7,4120614210
40514746,40515456,40417973,3.40,1825.7,53.6,8.44,725.9,0,2.399,3,5,6,4120616140
40514747,40515456,40417973,3.19,1825.9,84.3,8.27,1076.2,0,3.274,4,4,6,4120615990
40514748,40514749,40417973,4.29,1667.3,38.5,20.23,351.1,0,0.953,3,3,7,4120616510
40514749,40514917,40417973,1.52,1665.8,40.0,10.55,411.8,0,1.126,3,3,6,4120616510
40514897,40515731,40417973,2.92,5304.4,16.8,6.51,45.9,0,0.059,2,4,8,4120617220
40514898,40515731,40417973,2.72,5304.4,41.7,9.32,311.2,0,0.325,3,3,7,4120617220
40514899,40514725,40417973,4.93,5308.1,9.3,23.58,23.6,0,0.027,1,5,8,4120617220
40514900,40514580,40417973,3.83,4116.3,8.9,19.18,19.2,0,0.022,1,3,8,4121377950
40514901,40514726,40417973,7.04,4029.2,11.6,32.01,32.0,0,0.008,1,2,9,4120613810
40514902,40512954,40417973,8.88,4039.0,13.1,51.02,51.0,0,0.021,1,2,8,4121376500
40514903,40513594,40417973,7.64,4322.0,11.4,47.32,47.3,0,0.038,1,3,8,4121377380
40514904,40512161,40417973,10.43,3775.3,15.4,32.01,32.0,0,0.101,1,4,7,4120613050
40514905,40514731,40417973,0.46,3711.4,13.5,0.70,80.9,0,0.321,2,3,7,4121377770
40514906,40514732,40417973,1.50,3704.4,5.5,11.79,11.8,0,0.048,1,4,8,4121377770
40514907,40513943,40417973,3.32,3698.6,13.1,6.86,66.5,0,0.280,2,4,7,4121377200
40514908,40511558,40417973,12.75,3690.2,17.1,39.40,39.4,0,0.160,1,4,7,4121376430
40514909,40514248,40417973,3.46,3670.4,8.6,19.00,19.0,0,0.078,1,4,8,4121376150
40514910,40514737,40417973,5.05,3679.7,44.2,13.37,514.3,0,1.822,3,3,6,4120616130
40514911,40514912,40417973,0.98,3674.7,49.2,1.23,901.0,0,3.120,4,3,6,4121377780
40514912,40515038,40417973,2.12,3672.6,51.3,5.81,940.9,0,3.262,4,3,6,4121377780
40514913,40514250,40417973,2.36,3657.2,7.4,16.54,16.5,0,0.057,1,4,8,4120614080
40514914,40512471,40417973,12.16,3664.3,15.5,46.26,46.3,0,0.163,1,3,7,4120614090
40514915,40515747,40417973,7.15,1842.1,14.5,27.26,66.7,0,0.235,2,6,7,4121377860
40514916,40513951,40417973,9.11,1834.5,14.1,40.81,40.8,0,0.137,1,7,7,4120615260
40514917,40515303,40417973,0.98,1665.0,40.8,0.70,423.8,0,1.159,3,3,6,4120616510
40514918,40515303,40417973,5.54,1664.8,10.6,20.57,20.6,0,0.057,1,4,8,4120616510
40515029,40511546,40417973,11.64,5210.0,16.6,47.49,47.5,0,0.010,1,3,8,4120612110
40515030,40513120,40442115,7.68,539.3,41.5,32.01,372.7,1,1.064,3,1,6,4121377270
40515031,40513272,40442115,6.35,546.1,12.7,35.71,35.7,1,0.081,1,2,8,4121377270
40515032,40515443,40417973,8.75,4051.7,12.2,35.53,35.5,0,0.015,1,2,8,4120614950
40515033,40514727,40417973,1.29,4076.6,5.8,13.55,13.6,0,0.010,1,4,8,4121377580
40515034,40515579,40417973,4.95,4317.3,14.5,10.38,40.7,0,0.037,2,3,8,4121377850
40515035,40514088,40417973,3.19,4286.6,45.2,12.31,342.7,0,0.444,3,3,7,4120615250
40515036,40515893,40417973,3.35,4262.4,9.2,23.40,23.4,0,0.054,1,3,8,4121378070
40515037,40512958,40417973,10.96,3770.2,15.3,53.66,53.7,0,0.191,1,3,7,4121376270
40515038,40515039,40417973,1.58,3671.1,52.8,3.69,955.3,0,3.310,4,3,6,4121377780
40515039,40514589,40417973,3.92,3667.2,56.7,14.60,1010.4,0,3.503,4,3,6,4121377780
40515040,40512805,40417973,6.89,1841.1,18.7,19.35,86.9,0,0.235,2,5,7,4121377170
40515041,40517700,40417973,1.29,1788.5,8.1,11.43,11.4,0,0.032,1,5,8,4120622800
40515042,40517700,40417973,6.26,1788.5,16.5,27.09,75.4,0,0.213,2,4,7,4120622800
40515043,40514917,40417973,1.36,1665.8,8.0,11.26,11.3,0,0.033,1,4,8,4120616510
40515044,40515461,40417973,12.82,1648.2,18.1,58.53,58.5,0,0.156,1,5,7,4120616670
40515157,40515886,40417973,3.75,5176.6,292.6,14.07,20847.0,0,45.457,5,1,5,4120618300
40515158,40516037,40417973,5.78,5163.9,30.5,10.03,295.1,0,0.149,3,3,7,4121378120
40515159,40516037,40417973,13.27,5163.9,20.1,50.66,50.7,0,0.027,1,4,8,4121378120
40515160,40512608,40417973,13.61,4105.1,16.5,67.71,67.7,0,0.210,1,3,7,4120614350
40515161,40515162,40417973,1.77,4031.2,6.2,14.25,14.3,0,0.004,1,2,9,4121377840
40515162,40514726,40417973,2.04,4029.2,1440.0,3.17,106126.5,0,535.980,6,1,4,4120613810
40515163,40513753,40417973,4.94,4064.6,9.3,19.53,19.5,0,0.011,1,4,8,4121376990
40515164,40515165,40417973,8.63,4294.7,37.1,49.28,254.0,0,0.292,3,3,7,4120615250
40515165,40515166,40417973,4.08,4290.8,41.0,11.26,280.4,0,0.333,3,3,7,4120615250
40515166,40515035,40417973,0.98,4289.9,42.0,1.23,301.3,0,0.369,3,3,7,4120615250
40515167,40513761,40417973,6.31,3684.5,12.1,29.20,29.2,0,0.111,1,4,7,4120612600
40515168,40514592,40417973,4.29,3660.8,12.2,11.61,53.3,0,0.208,2,3,7,4121375680
40515169,40515170,40417973,3.97,1797.7,23.0,8.97,188.8,0,0.540,3,4,7,4120616500
40515170,40515748,40417973,0.38,1797.1,23.6,0.35,236.0,0,0.674,3,4,7,4120616500
40515171,40515748,40417973,8.88,1797.1,51.1,27.61,355.7,0,0.960,2,3,7,4120616330
40515172,40517700,40417973,1.28,1788.3,5.8,13.55,13.5,0,0.039,1,6,8,4120622800
40515173,40515461,40417973,6.86,1648.4,23.7,26.74,118.0,0,0.316,2,4,7,4120616670
40515284,40516036,40417973,6.34,5163.8,12.3,45.74,45.7,0,0.018,1,4,8,4121378120
40515285,40516036,40417973,1.89,5163.8,6.8,14.25,14.2,0,0.007,1,5,9,4121378120
40515286,40513934,40442115,6.18,542.4,9.5,27.98,28.0,1,0.037,1,3,8,4121377270
40515287,40513934,40442115,4.81,542.3,9.0,18.30,18.3,1,0.028,1,4,8,4121377270
40515288,40514084,40417973,5.28,4100.2,56.8,16.36,828.3,0,8.151,3,2,6,4120615580
40515289,40515441,40417973,4.13,4112.0,13.2,13.20,66.7,0,0.069,2,3,8,4121377950
40515290,40515576,40417973,10.09,4103.4,14.5,41.33,41.3,0,0.027,1,4,8,4121378540
40515291,40515443,40417973,1.36,4051.6,5.8,11.62,11.6,0,0.005,1,3,9,4120614950
40515292,40512617,40417973,13.09,3776.6,17.6,42.92,42.9,0,0.142,1,4,7,4120613050
40515293,40515295,40417973,0.95,3715.1,6.8,13.55,13.5,0,0.053,1,4,8,4121377770
40515294,40515295,40417973,4.96,3715.3,9.6,17.59,17.6,0,0.064,1,3,8,4121377770
40515295,40514905,40417973,3.32,3711.8,13.1,29.04,60.2,0,0.234,2,3,7,4121377770
40515296,40514907,40417973,3.62,3701.7,10.0,14.43,14.4,0,0.060,1,4,8,4121377200
40515297,40514907,40417973,1.66,3701.9,8.6,4.93,45.2,0,0.193,2,5,7,4121377200
40515298,40516947,40417973,7.31,3950.1,14.3,41.69,74.4,0,0.305,2,4,7,4120620570
40515299,40516947,40417973,2.49,3950.1,9.9,12.66,12.7,0,0.051,1,5,8,4120620570
40515300,40514249,40417973,4.98,3677.2,10.8,27.81,27.8,0,0.111,1,5,7,4120612920
40515301,40514251,40417973,3.65,3660.5,450.1,7.21,17166.5,0,118.603,5,2,4,4120614090
40515302,40515585,40417973,3.79,1886.9,91.6,8.44,3584.7,0,11.793,5,3,5,4120616850
40515303,40516193,40417973,5.21,1659.8,46.0,37.13,481.5,0,1.308,3,3,6,4120616510
40515304,40516193,40417973,9.01,1659.6,28.2,32.36,128.8,0,0.338,2,4,7,4120616520
40515436,40514725,40417973,2.72,5308.1,13.9,4.93,52.3,0,0.071,2,4,8,4120617220
40515437,40515436,40417973,0.57,5310.6,6.4,11.44,11.4,0,0.014,1,5,8,4120617220
40515438,40517097,40417973,3.24,5182.3,9.3,16.89,16.9,0,0.016,1,4,8,4120619510
40515439,40514238,40417973,4.21,4108.3,8.6,27.27,27.3,0,0.120,1,5,7,4120613640
40515440,40514580,40417973,3.42,4116.5,7.6,16.54,16.5,0,0.018,1,4,8,4121377950
40515441,40515442,40417973,2.88,4109.0,16.3,12.32,96.2,0,0.096,2,3,8,4121377950
40515442,40515576,40417973,5.59,4103.4,21.8,18.48,154.7,0,0.140,3,3,7,4121378540
40515443,40513123,40417973,17.70,4033.9,30.0,80.94,128.1,0,0.047,2,2,8,4120614950
40515444,40515739,40417973,5.41,4046.5,9.8,27.45,27.4,0,0.009,1,2,9,4121377840
40515445,40515034,40417973,4.07,4322.1,9.4,15.49,15.5,0,0.014,1,4,8,4121377850
40515446,40515034,40417973,3.62,4322.1,9.7,14.79,14.8,0,0.014,1,3,8,4121377850
40515447,40515165,40417973,1.76,4294.7,8.2,15.14,15.1,0,0.024,1,4,8,4120615250
40515448,40515297,40417973,1.93,3703.4,7.1,13.55,13.6,0,0.057,1,5,8,4121377200
40515449,40514100,40417973,7.65,3697.8,11.6,40.65,40.6,0,0.152,1,4,7,4121377540
40515450,40514590,40417973,3.57,3666.0,11.7,4.93,31.0,0,0.111,2,4,7,4121377780
40515451,40515301,40417973,2.42,3664.1,7.3,14.43,14.4,0,0.052,1,3,8,4120614090
40515452,40515168,40417973,2.26,3665.3,6.4,15.49,15.5,0,0.061,1,4,8,4121375680
40515453,40515585,40417973,1.66,1886.9,9.9,14.26,14.3,0,0.057,1,4,8,4120616850
40515454,40515455,40417973,1.50,1850.2,6.7,11.96,12.0,0,0.043,1,6,8,4121377860
40515455,40515747,40417973,8.15,1841.9,18.8,24.28,78.1,0,0.288,2,5,7,4121377860
40515456,40516473,40417973,2.72,1823.0,87.2,4.22,1806.4,0,5.686,4,4,6,4120618960
40515457,40516473,40417973,1.28,1823.0,6.2,11.09,11.1,0,0.035,1,5,8,4120618960
40515458,40515040,40417973,2.48,1848.2,6.3,17.60,17.6,0,0.047,1,6,8,4121377170
40515459,40516191,40417973,2.10,1713.5,8.2,15.83,15.8,0,0.045,1,3,8,4121379050
40515460,40516191,40417973,0.90,1713.5,4.4,13.20,13.2,0,0.038,1,4,8,4121379050
40515461,40516339,40417973,1.80,1646.6,25.5,9.50,186.0,0,0.497,2,4,7,4120616670
40515462,40516339,40417973,7.95,1646.5,22.9,22.86,127.1,0,0.342,2,5,7,4120616680
40515575,40517097,40417973,4.65,5182.5,10.4,18.12,18.1,0,0.018,1,3,8,4120619510
40515576,40517390,40417973,2.34,4101.3,23.9,10.73,206.7,0,0.173,3,3,7,4121378540
40515577,40517390,40417973,3.51,4101.1,6.4,21.11,21.1,0,0.010,1,4,8,4121378540
40515578,40514242,40417973,4.74,4069.0,8.5,21.47,21.5,0,0.014,1,4,8,4121377580
40515579,40515580,40417973,6.57,4310.6,21.2,22.70,87.8,0,0.085,2,3,8,4121377850
40515580,40515164,40417973,7.34,4303.3,28.5,23.23,188.3,0,0.202,3,3,7,4120615250
40515581,40515166,40417973,2.10,4290.8,7.4,19.71,19.7,0,0.034,1,4,8,4120615250
40515582,40514101,40417973,8.30,3691.0,13.1,33.26,33.3,0,0.123,1,4,7,4121377540
40515583,40513947,40417973,6.35,1922.7,12.4,27.98,28.0,0,0.115,1,4,7,4120614210
40515584,40515302,40417973,6.08,1890.7,13.0,17.78,17.8,0,0.071,1,4,8,4120616850
40515585,40516043,40417973,1.20,1885.9,92.6,1.23,3600.2,0,11.855,5,3,5,4120616850
40515586,40516043,40417973,4.85,1885.7,26.2,10.91,150.9,0,0.556,2,4,7,4120616860
40515587,40516475,40417973,8.33,1791.5,201.9,35.18,9097.4,0,17.533,5,2,5,4120616870
40515588,40514749,40417973,3.84,1667.3,12.4,6.86,50.2,0,0.148,2,4,7,4120616510
40515730,40516179,40417973,21.19,5300.3,59.9,58.71,418.3,0,0.471,3,2,7,4120617050
40515731,40516179,40417973,3.97,5300.2,45.9,10.21,367.3,0,0.397,3,3,7,4120617220
40515732,40514234,40417973,5.18,5238.4,230.8,9.68,17450.4,0,43.376,5,1,5,4120615460
40515733,40515030,40442115,3.43,547.0,8.2,16.90,16.9,1,0.031,1,2,8,4121377270
40515734,40514418,40417973,4.98,4110.4,12.7,18.30,71.5,0,0.329,2,4,7,4120613640
40515735,40515736,40417973,0.95,4106.5,5.0,11.79,11.8,0,0.050,1,4,8,4120615680
40515736,40514084,40417973,6.29,4100.3,23.0,17.95,120.1,0,0.727,2,3,7,4120615680
40515737,40515441,40417973,2.48,4111.8,6.7,17.25,17.2,0,0.017,1,4,8,4121377950
40515738,40515162,40417973,2.26,4031.2,1438.0,10.73,106109.1,0,535.794,6,1,4,4121377840
40515739,40515738,40417973,13.15,4033.5,22.9,47.68,88.5,0,0.028,2,2,8,4121377840
40515740,40515739,40417973,2.15,4046.5,6.9,13.38,13.4,0,0.005,1,3,9,4121377840
40515741,40515164,40417973,2.08,4303.3,8.0,16.37,16.4,0,0.022,1,4,8,4120615250
40515742,40516768,40417973,4.01,4049.3,9.4,26.04,26.0,0,0.097,1,5,8,4120619820
40515743,40516768,40417973,1.36,4049.1,8.3,12.49,12.5,0,0.047,1,6,8,4120619820
40515744,40514905,40417973,3.62,3711.9,7.8,20.06,20.1,0,0.084,1,4,8,4121377770
40515745,40514737,40417973,3.79,3679.8,11.7,6.33,36.3,0,0.133,2,4,7,4120616130
40515746,40513764,40417973,6.93,1919.1,10.7,22.88,22.9,0,0.093,1,6,8,4120614210
40515747,40515900,40417973,3.97,1838.1,22.6,20.59,165.4,0,0.594,3,5,7,4121378370
40515748,40516475,40417973,5.65,1791.5,56.7,25.34,617.1,0,1.697,3,3,6,4120617060
40515885,40513586,40417973,8.00,5216.6,12.1,36.07,36.1,0,0.009,1,2,9,4120612110
40515886,40516938,40417973,3.10,5173.4,295.8,16.01,20887.5,0,45.452,5,1,5,4120618300
40515887,40516938,40417973,0.57,5173.3,5.9,10.73,10.7,0,0.003,1,2,9,4120618300
40515888,40516180,40417973,13.54,5163.4,24.0,26.91,71.6,0,0.048,2,5,8,4120617930
40515889,40515890,40417973,1.93,4115.8,6.2,13.55,13.6,0,0.051,1,5,8,4120613640
40515890,40515734,40417973,0.60,4115.4,6.6,0.53,28.9,0,0.113,2,5,7,4120613640
40515891,40515580,40417973,0.93,4310.7,13.4,11.09,77.3,0,0.091,2,4,8,4121377850
40515892,40515035,40417973,4.41,4289.7,9.6,29.04,29.0,0,0.055,1,4,8,4120615250
40515893,40516040,40417973,5.14,4257.3,77.0,20.76,1503.9,0,1.682,4,2,6,4121378070
40515894,40516040,40417973,6.65,4257.3,18.2,26.21,80.9,0,0.207,2,3,7,4121378070
40515895,40513942,40417973,14.20,3782.9,19.0,48.57,48.6,0,0.164,1,3,7,4120613050
40515896,40515297,40417973,2.69,3703.6,6.6,26.75,26.8,0,0.115,1,6,7,4121377200
40515897,40515745,40417973,1.93,3683.5,7.2,13.73,13.7,0,0.051,1,5,8,4120616130
40515898,40515450,40417973,1.89,3669.8,8.0,13.03,13.0,0,0.047,1,4,8,4121377780
40515899,40514742,40417973,5.31,3662.8,9.6,25.87,25.9,0,0.091,1,4,8,4121377810
40515900,40516604,40417973,0.98,1837.2,23.6,1.58,198.7,0,0.715,3,5,7,4121378370
40515901,40514107,40417973,6.92,1860.5,11.5,37.66,37.7,0,0.106,1,5,7,4120614530
40516035,40515157,40417973,7.08,5180.2,31.1,27.10,269.8,0,0.064,3,2,8,4120615850
40516036,40516464,40417973,3.10,5160.5,15.6,12.85,72.8,0,0.030,2,4,8,4121378120
40516037,40516464,40417973,3.32,5160.6,33.9,5.98,351.7,0,0.178,3,3,7,4121378120
40516038,40516180,40417973,5.63,5163.2,12.8,16.89,16.9,0,0.009,1,6,9,4120617930
40516039,40515288,40417973,7.55,4105.5,24.5,34.84,106.0,0,0.552,2,3,7,4120616660
40516040,40517391,40417973,0.60,4256.7,77.6,0.35,1585.1,0,1.889,4,2,6,4121378070
40516041,40513761,40417973,7.86,3684.3,13.9,24.11,24.1,0,0.093,1,3,8,4120612600
40516042,40513764,40417973,8.40,1919.1,12.3,28.33,28.3,0,0.116,1,5,7,4120614210
40516043,40516336,40417973,1.66,1884.2,94.3,3.87,3755.0,0,12.426,5,3,5,4121378670
40516044,40516336,40417973,11.06,1884.2,15.7,32.38,32.4,0,0.124,1,4,7,4121378670
40516179,40517095,40417973,1.66,5298.8,61.4,2.29,787.9,0,0.868,4,2,7,4121378530
40516180,40516588,40417973,1.06,5162.2,25.2,1.06,89.5,0,0.058,2,5,8,4120617930
40516181,40515890,40417973,1.77,4116.0,5.7,14.79,14.8,0,0.059,1,6,8,4120613640
40516182,40515736,40417973,1.53,4106.6,16.7,5.28,90.3,0,0.503,2,3,7,4120615680
40516183,40514240,40417973,7.14,4030.6,11.1,44.35,44.4,0,0.014,1,3,8,4120613650
40516184,40515579,40417973,5.24,4317.1,10.9,24.47,24.5,0,0.024,1,4,8,4121377850
40516185,40514431,40417973,10.01,3679.5,16.0,63.18,63.2,0,0.248,1,4,7,4120612920
40516186,40514910,40417973,7.54,3684.8,11.8,34.50,34.5,0,0.127,1,4,7,4120616130
40516187,40515450,40417973,2.68,3669.8,6.9,13.03,13.0,0,0.047,1,5,8,4121377780
40516188,40514252,40417973,14.65,1894.9,18.7,60.53,60.5,0,0.240,1,5,7,4120615690
40516189,40515170,40417973,8.43,1797.5,11.8,46.82,46.8,0,0.133,1,5,7,4120616500
40516190,40513135,40417973,10.58,1846.7,13.8,45.93,45.9,0,0.126,1,5,7,4121377170
40516191,40516607,40417973,2.59,1710.8,11.0,10.21,39.2,0,0.113,2,3,7,4121379050
40516192,40515588,40417973,4.59,1671.1,8.6,22.36,22.4,0,0.066,1,4,8,4120616510
40516193,40516777,40417973,5.11,1654.5,51.3,15.31,625.6,0,1.673,3,3,6,4120617940
40516194,40516777,40417973,1.76,1654.7,7.5,12.67,12.7,0,0.036,1,4,8,4120617940
40516325,40517095,40417973,3.83,5298.6,8.0,22.36,22.4,0,0.034,1,3,8,4121378530
40516326,40516035,40417973,1.06,5187.4,23.8,1.58,228.6,0,0.055,3,2,8,4120615850
40516327,40516035,40417973,1.36,5187.3,6.6,14.08,14.1,0,0.003,1,3,9,4120615850
40516328,40516591,40417973,5.36,4113.1,10.1,23.76,23.8,0,0.116,1,3,7,4120615680
40516329,40517099,40417973,2.10,4136.6,5.3,13.73,13.7,0,0.035,1,7,8,4120619980
40516330,40517099,40417973,2.29,4136.5,6.0,14.43,14.4,0,0.030,1,6,8,4120619980
40516331,40515738,40417973,1.99,4033.3,1435.8,4.75,106009.8,0,535.582,6,1,4,4121377840
40516332,40517265,40417973,3.15,4250.6,9.3,16.89,16.9,0,0.052,1,4,8,4120619420
40516333,40513132,40417973,12.12,3673.1,15.9,46.28,46.3,0,0.187,1,5,7,4120612920
40516334,40515168,40417973,4.07,3665.1,7.8,26.23,26.2,0,0.104,1,3,7,4121375680
40516335,40513948,40417973,11.38,1904.8,16.0,31.15,31.1,0,0.126,1,4,7,4120615690
40516336,40516471,40417973,1.06,1883.1,95.3,0.70,3788.0,0,12.553,5,3,5,4121378670
40516337,40516606,40417973,9.80,1780.1,32.1,47.86,279.9,0,0.787,3,3,7,4121378310
40516338,40517113,40417973,4.05,1643.4,10.7,18.83,18.8,0,0.056,1,5,8,4120618510
40516339,40517113,40417973,3.05,1643.6,28.6,22.70,335.8,0,0.901,3,4,7,4120618510
40516463,40515886,40417973,5.95,5176.4,11.7,24.47,24.5,0,0.005,1,2,9,4120618300
40516464,40516759,40417973,1.53,5159.0,35.4,2.46,427.0,0,0.209,3,3,7,4120617920
40516465,40516588,40417973,18.89,5162.3,25.1,58.77,58.8,0,0.037,1,4,8,4120617930
40516466,40516591,40417973,1.28,4112.9,6.6,13.03,13.0,0,0.063,1,4,8,4120615680
40516467,40515442,40417973,3.38,4109.0,9.6,11.09,40.0,0,0.033,2,4,8,4121377950
40516468,40516331,40417973,10.46,4035.3,14.1,50.87,50.9,0,0.015,1,2,8,4121378210
40516469,40514247,40417973,9.03,3665.4,13.0,44.70,44.7,0,0.190,1,6,7,4121377510
40516470,40517396,40417973,1.33,1882.3,6.8,11.44,11.4,0,0.046,1,4,8,4121378670
40516471,40517396,40417973,0.60,1882.5,95.9,2.29,3844.0,0,12.772,5,3,5,4121378670
40516472,40516471,40417973,3.86,1882.9,16.1,8.45,53.7,0,0.211,2,4,7,4121378670
40516473,40517696,40417973,3.90,1819.1,91.1,16.54,1834.0,0,5.775,4,4,6,4120618960
40516474,40517696,40417973,6.22,1819.3,9.9,32.03,32.0,0,0.101,1,5,7,4120618960
40516475,40517555,40417973,4.22,1787.5,206.0,17.42,9731.9,0,19.220,5,2,5,4120619670
40516476,40516606,40417973,3.07,1780.1,7.3,16.20,16.2,0,0.047,1,4,8,4121378310
40516586,40515732,40417973,3.60,5243.7,225.5,23.05,17290.5,0,43.271,5,1,5,4120617340
40516587,40514579,40417973,6.89,5236.8,29.5,29.74,215.5,0,0.062,2,3,8,4120616120
40516588,40516760,40417973,3.76,5158.6,28.9,8.45,156.7,0,0.098,2,4,8,4120617930
40516589,40516760,40417973,0.57,5158.4,7.5,10.74,10.7,0,0.005,1,5,9,4120617930
40516590,40515734,40417973,4.14,4115.2,7.9,24.30,24.3,0,0.112,1,4,7,4120613640
40516591,40516182,40417973,4.90,4108.2,15.0,29.58,66.4,0,0.363,2,3,7,4120615680
40516592,40516182,40417973,1.62,4108.1,7.8,18.66,18.7,0,0.096,1,4,8,4120615680
40516593,40515891,40417973,4.71,4311.5,8.7,20.42,20.4,0,0.022,1,5,8,4121377850
40516594,40516948,40417973,9.45,3942.4,15.5,41.87,41.9,0,0.175,1,5,7,4120620570
40516595,40516948,40417973,1.93,3942.1,6.0,17.60,17.6,0,0.078,1,6,8,4120620570
40516596,40515745,40417973,3.15,3683.6,7.9,16.20,16.2,0,0.060,1,4,8,4120616130
40516597,40515039,40417973,6.35,3670.9,11.8,40.49,40.5,0,0.148,1,4,7,4121377780
40516598,40515301,40417973,4.85,3664.3,446.3,19.18,17144.9,0,118.658,5,2,4,4120614090
40516599,40516598,40417973,1.33,3669.0,6.1,13.03,13.0,0,0.048,1,3,8,4120614090
40516600,40517838,40417973,2.70,1919.4,7.4,21.47,21.5,0,0.089,1,6,8,4121378970
40516601,40517838,40417973,1.33,1919.2,5.6,15.84,15.8,0,0.067,1,7,8,4121378970
40516602,40515455,40417973,6.48,1850.2,10.5,41.90,41.9,0,0.157,1,5,7,4121377860
40516603,40515900,40417973,6.55,1838.1,10.8,31.69,31.7,0,0.115,1,6,7,4121378370
40516604,40516774,40417973,4.14,1832.8,27.9,22.18,237.4,0,0.852,3,5,7,4121378370
40516605,40517555,40417973,10.15,1787.5,15.1,61.76,61.8,0,0.163,1,3,7,4120619670
40516606,40517558,40417973,1.06,1779.2,33.0,0.88,296.9,0,0.836,3,3,7,4121378310
40516607,40517560,40417973,1.66,1709.3,12.5,5.28,68.8,0,0.202,2,3,7,4121379050
40516608,40517560,40417973,1.93,1709.1,6.0,16.90,16.9,0,0.050,1,4,8,4121379050
40516756,40513435,40417973,12.86,5193.3,18.2,69.87,69.9,0,0.014,1,2,8,4120614720
40516757,40516758,40417973,8.18,5164.6,11.9,47.17,47.2,0,0.016,1,4,8,4120617920
40516758,40516759,40417973,5.44,5159.0,17.5,14.61,75.3,0,0.027,2,4,8,4120617920
40516759,40517688,40417973,1.20,5158.0,36.4,2.11,504.5,0,0.237,3,3,7,4120617920
40516760,40517688,40417973,0.60,5158.0,29.4,0.18,167.7,0,0.102,2,4,7,4120617930
40516761,40516467,40417973,2.26,4112.4,6.3,15.67,15.7,0,0.014,1,4,8,4121377950
40516762,40516467,40417973,1.29,4112.6,5.5,13.21,13.2,0,0.011,1,5,8,4121377950
40516763,40517691,40417973,2.82,4088.8,7.6,20.41,20.4,0,0.010,1,3,8,4121378780
40516764,40517691,40417973,1.93,4088.7,6.2,14.61,14.6,0,0.008,1,4,9,4121378780
40516765,40516766,40417973,8.35,4260.9,12.9,26.75,26.7,0,0.063,1,3,8,4121378300
40516766,40517391,40417973,4.52,4256.4,17.4,21.12,71.5,0,0.187,2,3,7,4121378300
40516767,40516944,40417973,1.55,4255.5,8.6,13.03,13.0,0,0.047,1,3,8,4120619420
40516768,40516946,40417973,3.65,4045.5,13.2,12.50,51.0,0,0.194,2,5,7,4120619820
40516769,40516946,40417973,0.95,4045.4,6.0,11.62,11.6,0,0.048,1,6,8,4120619820
40516770,40514247,40417973,8.69,3665.2,17.0,36.25,75.7,0,0.322,2,5,7,4121377510
40516771,40514912,40417973,7.21,3674.7,12.1,34.15,34.2,0,0.125,1,4,7,4121377780
40516772,40516472,40417973,2.48,1886.8,8.4,14.26,14.3,0,0.057,1,5,8,4121378670
40516773,40516472,40417973,8.67,1887.0,12.0,30.98,31.0,0,0.121,1,4,7,4121378670
40516774,40517106,40417973,4.02,1828.8,31.9,23.07,280.7,0,1.004,3,5,6,4121378370
40516775,40517106,40417973,1.62,1828.9,6.2,13.38,13.4,0,0.045,1,6,8,4121378370
40516776,40515588,40417973,4.35,1671.2,8.5,20.95,21.0,0,0.063,1,5,8,4120616510
40516777,40517397,40417973,2.40,1652.3,53.5,6.86,645.2,0,1.723,3,3,6,4120617940
