HYRIV_ID,NEXT_DOWN,MAIN_RIV,LENGTH_KM,DIST_DN_KM,DIST_UP_KM,CATCH_SKM,UPLAND_SKM,ENDORHEIC,DIS_AV_CMS,ORD_STRA,ORD_CLAS,ORD_FLOW,HYBAS_L12
40313233,40313096,40282950,3.95,257.5,202.2,30.67,6544.8,1,0.000,5,1,10,4121295930
40313234,40312847,40282950,4.18,256.3,13.7,6.94,33.6,1,0.003,2,2,9,4121295280
40313235,40311041,40282950,9.85,208.1,20.1,22.27,66.8,1,0.000,2,4,10,4120406890
40313236,40313343,40282950,3.36,147.0,24.5,13.88,168.8,1,0.003,2,3,9,4121296010
40313237,40313099,40282950,0.58,143.2,28.3,2.74,237.9,1,0.006,2,3,9,4120405040
40313238,40309406,40291987,17.96,78.1,56.9,39.02,263.7,1,0.000,2,2,10,4120401340
40313239,40311838,40308059,6.03,45.4,18.6,10.16,54.9,1,0.000,2,4,10,4120402760
40313240,40311341,40308065,7.65,15.4,79.0,14.04,1247.6,1,0.000,4,2,10,4120404560
40313241,40310683,40307202,10.20,48.4,16.2,31.15,31.1,1,0.004,1,3,9,4120407210
40313242,40310416,40306678,15.07,172.0,46.6,42.59,323.9,1,0.000,3,3,10,4121294390
40313243,40313242,40306678,1.80,187.2,8.5,12.10,12.1,1,0.000,1,4,10,4121296020
40313244,40313111,40306678,0.87,215.5,7.5,10.17,10.2,1,0.000,1,3,10,4120407120
40313245,40313247,40417973,0.52,2634.8,5.6,10.49,10.5,0,0.000,1,4,10,4120410980
40313337,40313571,40282950,0.87,338.9,9.4,11.30,11.3,1,0.003,1,3,9,4121296340
40313338,40313095,40282950,4.76,264.4,195.3,20.50,6457.6,1,0.000,5,1,10,4121295930
40313339,40313096,40282950,0.93,257.6,22.0,0.97,77.1,1,0.006,2,2,9,4121295930
40313340,40313234,40282950,0.69,260.5,7.0,10.82,10.8,1,0.001,1,3,9,4121295280
40313341,40313234,40282950,2.44,260.5,9.5,15.82,15.8,1,0.001,1,2,9,4121295280
40313342,40313097,40282950,2.90,218.0,40.8,9.85,374.8,1,0.000,3,2,10,4121295940
40313343,40313344,40282950,2.67,144.1,27.3,9.52,190.6,1,0.004,2,3,9,4120405040
40313344,40313237,40282950,0.58,143.7,27.7,0.81,205.1,1,0.004,2,3,9,4120405040
40313345,40308047,40276558,20.85,139.7,27.2,71.45,71.4,1,0.005,1,2,9,4120395950
40313346,40312451,40291987,4.99,105.3,51.4,13.07,170.6,1,0.003,2,3,9,4121294060
40313347,40312574,40291987,2.78,99.9,129.1,4.04,1029.5,1,0.013,3,2,8,4120405580
40313348,40312452,40291987,4.46,92.0,9.9,18.24,18.2,1,0.000,1,3,10,4120408190
40313349,40311969,40308444,5.56,47.2,84.8,21.62,1070.4,1,0.000,4,2,10,4120407940
40313444,40313445,40282950,2.78,345.3,28.5,7.42,91.5,1,0.013,2,3,8,4121296180
40313445,40313446,40282950,1.74,343.3,59.9,5.00,217.7,1,0.009,3,2,9,4121296190
40313446,40313571,40282950,4.64,338.7,64.5,19.05,323.0,1,0.000,3,2,10,4121296340
40313447,40313448,40282950,7.83,274.4,15.0,40.03,40.0,1,0.008,1,2,9,4121296000
40313448,40313338,40282950,5.34,268.9,190.8,48.58,6394.6,1,0.000,5,1,10,4121296000
40313449,40311966,40282950,8.23,155.7,14.3,28.25,28.2,1,0.000,1,3,10,4121295350
40313450,40313343,40282950,1.45,147.0,9.4,12.27,12.3,1,0.000,1,4,10,4121296010
40313451,40312451,40291987,4.81,105.3,11.4,17.76,17.8,1,0.000,1,4,10,4121294060
40313452,40312574,40291987,9.34,99.9,17.7,29.05,29.1,1,0.000,1,3,10,4120405580
40313453,40312855,40291987,3.07,96.3,8.6,14.85,14.9,1,0.000,1,5,10,4120405690
40313454,40313239,40308059,2.03,51.4,6.7,14.85,14.9,1,0.000,1,5,10,4120402760
40313455,40312990,40308061,2.20,29.6,8.1,14.53,14.5,1,0.000,1,4,10,4121295490
40313456,40313240,40308065,7.25,23.2,12.2,29.70,29.7,1,0.000,1,3,10,4120404560
40313457,40311054,40307202,10.95,91.7,16.2,36.31,36.3,1,0.000,1,5,10,4120407110
40313458,40313940,40314589,8.88,9.0,14.7,29.86,29.9,1,0.000,1,2,10,4120411170
40313459,40313111,40306678,4.35,215.5,8.4,19.37,19.4,1,0.001,1,2,9,4120407120
40313571,40314445,40282950,9.17,329.6,73.7,25.02,359.3,1,0.000,3,2,10,4121296340
40313572,40312848,40282950,3.36,256.5,9.9,16.79,16.8,1,0.001,1,4,9,4120408850
40313573,40311706,40282950,9.33,220.1,14.8,31.48,31.5,1,0.000,1,3,10,4121295100
40313574,40311585,40282950,8.34,210.2,20.0,11.46,45.4,1,0.000,2,3,10,4120406990
40313575,40313099,40282950,2.55,143.2,18.0,3.71,51.0,1,0.003,2,4,9,4120405040
40313576,40313346,40291987,1.51,110.1,8.2,12.11,12.1,1,0.000,1,4,10,4121296090
40313577,40312214,40291987,5.79,91.4,10.1,19.05,19.0,1,0.000,1,3,10,4121293680
40313578,40311052,40308444,18.84,29.5,22.2,72.45,72.4,1,0.000,1,3,10,4120404690
40313579,40312099,40308721,6.49,35.2,11.8,36.48,36.5,1,0.000,1,4,10,4120405250
40313580,40311185,40307202,13.16,56.6,19.1,50.03,50.0,1,0.006,1,4,9,4120408070
40313581,40313108,40307202,2.20,36.4,12.2,14.70,14.7,1,0.001,1,5,9,4120405430
40313582,40309139,40307202,19.24,15.4,43.7,55.00,194.3,1,0.011,2,3,8,4120405820
40313583,40311186,40307202,12.00,23.6,18.7,40.19,40.2,1,0.002,1,4,9,4120405830
40313584,40312466,40306678,10.96,135.4,16.8,28.73,28.7,1,0.000,1,5,10,4120408080
40313585,40313242,40306678,1.97,187.1,31.5,3.71,269.2,1,0.000,3,3,10,4121296020
40313692,40312569,40282950,5.39,238.3,10.4,24.54,24.5,1,0.000,1,3,10,4120409080
40313693,40311047,40282950,11.24,144.4,35.0,27.59,184.4,1,0.003,3,3,9,4120408060
40313694,40312984,40282950,3.83,151.0,19.9,4.68,69.2,1,0.001,2,4,9,4121296010
40313695,40313346,40291987,5.33,110.3,46.4,9.52,145.5,1,0.003,2,3,9,4121296090
40313696,40311710,40291987,10.08,85.9,16.7,34.54,34.5,1,0.000,1,2,10,4121293680
40313697,40311712,40304009,9.39,38.0,71.1,30.34,332.9,1,0.000,2,1,10,4120400080
40313698,40311838,40308059,8.46,45.4,15.2,35.35,35.3,1,0.000,1,5,10,4120402760
40313699,40312988,40308059,3.13,33.0,10.7,15.66,15.7,1,0.000,1,4,10,4120408210
40313700,40312457,40308061,4.98,38.3,12.2,23.74,23.7,1,0.000,1,4,10,4120402620
40313701,40311182,40308064,14.43,34.4,20.5,57.31,57.3,1,0.000,1,2,10,4121295020
40313702,40310410,40307202,15.24,81.1,20.8,39.86,39.9,1,0.000,1,4,10,4121294560
40313703,40312330,40306678,5.68,145.0,35.6,11.30,198.8,1,0.000,3,4,10,4120408680
40313704,40312465,40306678,7.19,135.8,30.6,13.72,89.7,1,0.000,2,6,10,4120408690
40313705,40310685,40306678,16.81,137.0,27.4,40.66,76.3,1,0.000,2,6,10,4120406150
40313706,40313705,40306678,3.07,153.8,10.7,21.15,21.1,1,0.000,1,6,10,4120406150
40313707,40313940,40314589,3.89,9.0,12.3,14.69,14.7,1,0.000,1,3,10,4120411170
40313708,40310937,40306678,18.67,192.9,27.3,46.47,78.4,1,0.002,2,3,9,4120407330
40313709,40313708,40306678,1.80,211.3,9.0,12.43,12.4,1,0.000,1,3,10,4120407330
40313818,40313445,40282950,48.48,345.3,58.0,98.55,121.2,1,0.006,2,2,9,4121296180
40313819,40311479,40282950,9.85,237.0,16.1,40.36,40.4,1,0.000,1,3,10,4120401400
40313820,40311965,40282950,7.76,212.3,17.6,19.05,19.1,1,0.000,1,3,10,4120406990
40313821,40313235,40282950,5.74,217.9,10.2,22.12,22.1,1,0.000,1,4,10,4120406890
40313822,40310798,40291987,13.68,133.0,116.8,32.91,680.2,1,0.027,2,2,8,4120407750
40313823,40313102,40291987,3.48,97.7,11.6,18.09,18.1,1,0.000,1,4,10,4120405690
40313824,40313103,40304009,3.36,54.8,32.3,5.81,175.1,1,0.000,2,3,10,4120406300
40313825,40308720,40308444,23.99,6.8,39.6,55.80,116.5,1,0.000,2,3,10,4120405230
40313826,40312991,40307202,3.71,50.7,8.1,17.60,17.6,1,0.002,1,4,9,4120407020
40313827,40312224,40306678,6.61,35.7,18.5,13.72,79.3,1,0.002,2,3,9,4120404210
40313828,40312713,40306678,4.75,60.7,37.7,20.02,408.5,1,0.005,3,2,9,4121294570
40313922,40313342,40282950,3.01,221.0,37.7,8.23,339.5,1,0.000,3,2,10,4121295940
40313923,40311480,40282950,10.25,209.4,16.3,22.44,22.4,1,0.000,1,4,10,4120406890
40313924,40313235,40282950,3.54,217.9,8.2,22.45,22.4,1,0.000,1,5,10,4120406890
40313925,40312093,40282950,8.17,162.5,14.2,34.72,34.7,1,0.000,1,3,10,4121295350
40313926,40313344,40282950,2.96,144.2,10.4,13.73,13.7,1,0.000,1,4,10,4120405040
40313927,40311483,40291987,12.81,130.3,17.7,35.02,35.0,1,0.001,1,3,9,4120401410
40313928,40312454,40304009,6.49,47.6,51.2,12.43,277.0,1,0.000,3,2,10,4120406610
40313929,40313697,40304009,1.45,47.4,6.7,15.66,15.7,1,0.000,1,2,10,4121295850
40313930,40314062,40304009,0.52,49.4,5.8,11.14,11.1,1,0.000,1,2,10,4121295850
40313931,40313932,40308059,1.92,34.8,9.4,12.44,12.4,1,0.000,1,3,10,4120408200
40313932,40311181,40308059,10.89,23.9,69.3,21.14,622.2,1,0.000,4,2,10,4120408200
40313933,40313240,40308065,3.13,23.1,71.3,9.04,1203.9,1,0.000,4,2,10,4120404560
40313934,40311184,40307202,20.28,65.0,68.6,51.45,524.4,1,0.000,3,3,10,4120408070
40313935,40309140,40307202,19.70,13.0,67.8,29.19,458.5,1,0.002,3,3,9,4120403210
40313936,40311981,40306678,8.63,76.5,14.5,26.80,26.8,1,0.000,1,3,10,4121293700
40313937,40311842,40306678,11.01,160.5,17.6,27.44,27.4,1,0.000,1,4,10,4120408440
40313938,40314589,40314589,2.96,4.5,9.3,24.69,24.7,1,0.000,1,2,10,4120411170
40313939,40314589,40314589,0.70,4.4,23.3,1.13,121.1,1,0.000,3,1,10,4120411170
40313940,40313939,40314589,3.71,5.3,18.3,13.40,58.0,1,0.000,2,2,10,4120411170
40313941,40313585,40306678,1.97,189.0,29.5,6.30,205.9,1,0.000,3,3,10,4121296020
40314058,40312848,40282950,5.97,256.3,12.9,28.75,28.7,1,0.001,1,3,9,4120408850
40314059,40314060,40282950,1.45,161.5,8.3,11.63,11.6,1,0.000,1,4,10,4120407930
40314060,40312211,40282950,8.00,153.4,26.1,11.46,64.9,1,0.001,2,3,9,4120407930
40314061,40311049,40282950,12.57,119.3,18.3,42.77,42.8,1,0.002,1,3,9,4121293980
40314062,40313697,40304009,2.20,47.2,61.8,9.04,286.9,1,0.000,2,1,10,4121295850
40314063,40313349,40308444,3.83,53.0,23.0,6.78,121.7,1,0.000,2,3,10,4120410000
40314064,40311053,40308721,16.17,23.3,22.1,52.94,52.9,1,0.000,1,2,10,4120405420
40314065,40312575,40308721,7.88,34.1,102.7,20.02,722.6,1,0.000,3,1,10,4120405420
40314066,40313239,40308059,5.86,51.4,12.6,29.87,29.9,1,0.000,1,4,10,4120402760
40314067,40313105,40308059,4.98,21.2,10.1,17.60,17.6,1,0.000,1,4,10,4120404370
40314068,40313935,40307202,1.22,32.8,8.4,13.41,13.4,1,0.000,1,4,10,4120403210
40314069,40313941,40306678,0.58,191.1,27.4,0.32,187.3,1,0.000,3,3,10,4121296420
40314178,40314572,40282950,6.96,389.5,70.2,12.75,1124.3,1,0.360,4,1,7,4120410570
40314179,40311330,40282950,11.35,218.1,43.6,23.73,220.6,1,0.000,3,2,10,4121295100
40314180,40313574,40282950,2.96,218.8,11.3,15.02,15.0,1,0.000,1,4,10,4120406990
40314181,40313574,40282950,2.78,218.8,11.4,18.90,18.9,1,0.000,1,3,10,4120406990
40314182,40312571,40282950,7.30,168.8,12.6,34.72,34.7,1,0.000,1,3,10,4121295350
40314183,40313928,40304009,5.05,53.9,9.1,21.48,21.5,1,0.000,1,3,10,4120406610
40314184,40311343,40307202,15.01,54.3,20.0,40.52,40.5,1,0.005,1,3,9,4120407210
40314185,40312222,40307202,9.16,44.0,60.6,21.96,399.2,1,0.067,3,3,8,4120407030
40314186,40314185,40307202,0.58,53.2,28.7,0.16,93.0,1,0.012,2,4,8,4121296410
40314187,40314186,40307202,0.52,53.6,7.9,10.34,10.3,1,0.001,1,5,9,4121296410
40314188,40313827,40306678,1.85,42.3,6.5,15.99,16.0,1,0.000,1,4,10,4120404210
40314189,40314190,40306678,0.70,152.8,27.9,0.81,98.5,1,0.000,2,4,10,4120408680
40314190,40313703,40306678,2.20,150.7,29.9,5.01,115.8,1,0.000,2,4,10,4120408680
40314299,40315117,40282950,0.87,299.4,6.8,10.33,10.3,1,0.002,1,3,9,4121296910
40314300,40313339,40282950,5.68,258.4,10.4,21.96,22.0,1,0.002,1,3,9,4121295930
40314301,40311334,40280667,14.37,137.1,55.9,97.15,294.5,1,0.030,2,2,8,4121293170
40314302,40313100,40291987,5.50,126.6,15.3,19.87,19.9,1,0.000,1,3,10,4121294680
40314303,40312711,40308444,9.10,51.3,13.2,41.66,41.7,1,0.000,1,3,10,4120407760
40314304,40314063,40308444,1.62,56.6,6.7,16.15,16.2,1,0.000,1,4,10,4120410000
40314305,40312576,40308721,8.58,44.4,14.9,33.10,33.1,1,0.000,1,3,10,4121293690
40314306,40313105,40308059,5.50,21.3,11.5,20.35,20.4,1,0.000,1,3,10,4120404370
40314307,40311839,40308061,10.78,36.0,16.7,46.02,46.0,1,0.001,1,3,9,4120402620
40314308,40311974,40308064,11.48,20.6,22.5,36.81,73.6,1,0.000,2,2,10,4120404710
40314309,40313108,40307202,6.38,36.6,13.9,30.69,30.7,1,0.003,1,3,9,4120405430
40314310,40313582,40307202,5.74,34.6,10.2,32.30,32.3,1,0.001,1,4,9,4120405820
40314311,40313828,40306678,2.55,65.5,33.0,4.84,360.8,1,0.004,3,2,9,4121294570
40314312,40313704,40306678,4.12,143.0,9.5,22.29,22.3,1,0.000,1,7,10,4120408690
40314313,40313705,40306678,3.19,153.8,8.2,14.54,14.5,1,0.000,1,7,10,4120406150
40314442,40314854,40282950,15.20,377.1,25.7,43.74,69.9,1,0.030,2,2,8,4120411330
40314443,40314854,40282950,12.35,377.2,20.7,33.72,33.7,1,0.014,1,3,8,4120411330
40314444,40313446,40282950,24.78,343.5,32.6,86.22,86.2,1,0.006,1,3,9,4121296190
40314445,40315861,40282950,9.05,320.6,82.7,35.84,445.0,1,0.000,3,2,10,4120413060
40314446,40315861,40282950,3.94,320.6,9.2,20.99,21.0,1,0.004,1,3,9,4120413060
40314447,40315117,40282950,4.58,299.4,9.5,27.29,27.3,1,0.006,1,2,9,4121296910
40314448,40312984,40282950,12.70,151.0,20.5,49.57,49.6,1,0.001,1,3,9,4121296010
40314449,40313347,40291987,8.35,102.6,126.4,13.88,900.2,1,0.013,3,2,8,4120409880
40314450,40312855,40291987,6.95,96.1,14.6,15.98,46.0,1,0.001,2,4,9,4120405690
40314451,40313238,40291987,7.07,96.0,14.1,27.61,27.6,1,0.000,1,3,10,4120401340
40314452,40313103,40304009,7.30,54.8,13.8,30.68,30.7,1,0.000,1,4,10,4120406300
40314453,40313824,40304009,4.12,58.2,8.7,17.60,17.6,1,0.000,1,4,10,4120406300
40314454,40312990,40308061,6.84,29.7,11.2,30.04,30.0,1,0.000,1,3,10,4121295490
40314455,40313108,40307202,6.49,36.4,13.1,25.84,25.8,1,0.003,1,4,9,4120405430
40314456,40313703,40306678,3.59,150.7,21.5,4.84,71.8,1,0.000,2,5,10,4120408680
40314457,40313941,40306678,2.20,191.0,8.1,12.28,12.3,1,0.000,1,4,10,4121296020
40314458,40313708,40306678,3.42,211.4,8.7,19.55,19.5,1,0.001,1,4,9,4120407330
40314571,40314572,40282950,4.53,389.3,56.5,14.86,717.7,1,0.119,3,2,7,4120410710
40314572,40314715,40282950,3.13,386.1,73.5,7.43,1849.4,1,0.472,4,1,7,4120411530
40314573,40314715,40282950,2.15,386.2,11.0,12.75,12.8,1,0.006,1,2,9,4120411530
40314574,40313338,40282950,5.33,269.0,15.0,8.40,42.5,1,0.005,2,2,9,4121296000
40314575,40312567,40282950,8.57,250.5,13.8,22.45,22.4,1,0.000,1,4,10,4120408850
40314576,40313342,40282950,5.56,220.9,15.3,25.52,25.5,1,0.000,1,3,10,4121295940
40314577,40310178,40276558,22.54,165.1,30.3,53.24,53.2,1,0.004,1,2,9,4121293510
40314578,40313100,40291987,8.00,126.8,84.5,17.92,511.6,1,0.017,3,2,8,4121294680
40314579,40311182,40308064,13.09,34.4,77.3,26.15,925.7,1,0.000,4,1,10,4121295020
40314580,40314579,40308064,0.52,47.3,7.4,16.64,16.6,1,0.000,1,2,10,4121295020
40314581,40313933,40308065,4.99,26.4,52.6,19.06,456.5,1,0.000,3,3,10,4120410580
40314582,40313934,40307202,2.90,85.5,24.8,5.81,103.6,1,0.000,2,4,10,4120410590
40314583,40314582,40307202,2.50,88.4,8.2,13.89,13.9,1,0.000,1,5,10,4120410590
40314584,40314311,40306678,2.38,67.8,7.6,19.54,19.5,1,0.000,1,3,10,4121294570
40314585,40313828,40306678,5.86,65.3,10.3,27.62,27.6,1,0.000,1,3,10,4121294570
40314586,40312464,40306678,12.76,147.9,48.1,24.22,217.8,1,0.000,3,4,10,4120408670
40314587,40312578,40306678,10.20,135.4,39.5,25.02,190.1,1,0.001,3,4,9,4120408780
40314588,0,40314588,3.31,0.0,7.4,24.87,24.9,1,0.000,1,4,10,4120063100
40314589,0,40314589,4.29,0.0,27.5,13.24,159.1,1,0.000,3,1,10,4120411170
40314590,40310802,40306678,26.96,184.7,33.6,78.92,78.9,1,0.000,1,3,10,4120406650
40314715,40314978,40282950,0.93,385.4,74.3,1.29,1863.4,1,0.475,4,1,7,4120411530
40314716,40315119,40282950,1.74,289.3,6.8,15.01,15.0,1,0.003,1,3,9,4120412180
40314717,40315119,40282950,0.87,289.3,5.6,10.49,10.5,1,0.002,1,4,9,4120412180
40314718,40313233,40282950,6.72,261.6,11.7,27.78,27.8,1,0.004,1,2,9,4121295930
40314719,40313922,40282950,4.06,223.8,12.7,28.11,28.1,1,0.000,1,3,10,4121295940
40314720,40311480,40282950,13.67,209.6,19.1,42.46,42.5,1,0.000,1,3,10,4120406890
40314721,40314981,40282950,1.45,214.8,8.3,15.18,15.2,1,0.000,1,4,10,4120413200
40314722,40312854,40282950,7.88,126.4,13.0,21.16,21.2,1,0.002,1,3,9,4121293980
40314723,40314449,40291987,9.23,111.1,14.3,31.01,31.0,1,0.000,1,3,10,4120409880
40314724,40314063,40308444,3.25,56.6,19.4,7.11,98.8,1,0.000,2,3,10,4120410000
40314725,40313349,40308444,7.42,52.8,79.2,19.21,927.1,1,0.000,4,2,10,4120410010
40314726,40313825,40308444,6.90,31.0,12.7,26.01,26.0,1,0.000,1,4,10,4120405230
40314727,40312218,40308061,10.78,23.3,32.8,26.63,142.9,1,0.000,2,2,10,4121295490
40314728,40314581,40308065,0.69,31.2,6.9,17.77,17.8,1,0.000,1,4,10,4120410580
40314729,40314311,40306678,1.51,67.9,30.6,1.94,336.5,1,0.004,3,2,9,4121294570
40314730,40314731,40306678,1.33,161.8,8.9,11.31,11.3,1,0.000,1,5,10,4120408670
40314731,40314586,40306678,1.28,160.6,35.4,10.18,174.8,1,0.000,3,4,10,4120408670
40314732,40314190,40306678,2.08,152.8,8.1,12.28,12.3,1,0.000,1,5,10,4120408680
40314733,40314587,40306678,4.29,145.6,29.3,9.04,99.4,1,0.000,2,4,10,4121296680
40314734,40314872,40306678,3.42,153.4,8.8,18.90,18.9,1,0.000,1,6,10,4120408780
40314735,40311058,40306678,30.67,128.6,36.5,106.33,106.3,1,0.000,1,5,10,4120407780
40314736,40313939,40314589,6.15,5.1,22.6,9.04,62.0,1,0.000,2,1,10,4120411170
40314854,40315116,40282950,1.74,375.6,27.2,1.94,105.5,1,0.044,2,2,8,4120411330
40314855,40314856,40282950,0.87,338.4,9.0,10.82,10.8,1,0.003,1,3,9,4121296340
40314856,40314445,40282950,8.70,329.6,17.8,24.55,49.9,1,0.008,2,3,9,4121296340
40314857,40315119,40282950,2.61,289.3,8.8,14.86,14.9,1,0.003,1,2,9,4120412180
40314858,40314574,40282950,1.45,274.5,9.5,10.99,11.0,1,0.001,1,2,9,4121296000
40314859,40312569,40282950,11.01,238.3,101.3,37.13,1985.9,1,0.000,3,2,10,4120409080
40314860,40310677,40282950,17.15,215.3,39.8,24.69,98.4,1,0.000,2,3,10,4121294480
40314861,40313097,40282950,7.71,218.2,14.8,31.02,31.0,1,0.000,1,3,10,4121295940
40314862,40314863,40282950,13.52,182.2,19.4,50.53,50.5,1,0.000,1,3,10,4121295770
40314863,40312852,40282950,11.02,171.2,63.2,62.16,817.8,1,0.006,3,2,9,4121295770
40314864,40313575,40282950,6.90,145.5,15.6,26.33,26.3,1,0.002,1,4,9,4120405040
40314865,40310798,40291987,21.45,133.0,58.8,75.84,245.4,1,0.010,2,3,8,4120407740
40314866,40314450,40291987,1.85,103.3,7.4,12.44,12.4,1,0.000,1,4,10,4120405690
40314867,40314868,40308721,2.15,55.2,7.4,14.70,14.7,1,0.000,1,3,10,4121296350
40314868,40312576,40308721,10.78,44.6,89.3,21.96,652.8,1,0.000,3,2,10,4121293690
40314869,40310412,40307202,17.15,45.9,71.0,28.40,823.8,1,0.157,3,3,7,4120407320
40314870,40312991,40307202,8.00,50.7,51.5,11.95,394.4,1,0.064,3,3,8,4120407020
40314871,40314456,40306678,2.03,154.3,9.2,12.12,12.1,1,0.000,1,6,10,4120408680
40314872,40312578,40306678,18.21,135.4,30.5,41.17,87.5,1,0.000,2,5,10,4120408780
40314873,40314736,40314589,6.56,11.4,11.7,23.91,23.9,1,0.000,1,2,10,4120411170
40314978,40315116,40282950,9.87,375.4,84.3,18.25,1936.3,1,0.464,4,1,7,4120411530
40314979,40314856,40282950,1.92,338.3,6.7,14.54,14.5,1,0.004,1,4,9,4121296340
40314980,40313922,40282950,3.94,223.9,34.9,5.49,303.1,1,0.000,3,2,10,4121295940
40314981,40315863,40282950,3.25,211.8,11.3,17.44,44.6,1,0.000,2,4,10,4120413200
40314982,40313695,40291987,7.02,115.5,12.8,24.72,24.7,1,0.000,1,4,10,4121296090
40314983,40314450,40291987,2.20,103.1,7.0,17.61,17.6,1,0.000,1,5,10,4120405690
40314984,40313824,40304009,4.75,58.2,28.9,13.57,151.6,1,0.000,2,3,10,4120406300
40314985,40314986,40308721,1.57,45.9,5.5,13.25,13.2,1,0.000,1,4,10,4121296830
40314986,40311179,40308721,17.97,28.2,48.9,48.90,182.4,1,0.000,2,3,10,4120405250
40314987,40313932,40308059,4.64,34.8,58.3,14.54,588.6,1,0.000,4,2,10,4120408200
40314988,40312988,40308059,8.81,33.0,45.6,20.51,184.7,1,0.000,3,3,10,4120408210
40314989,40314308,40308064,2.96,31.9,7.3,13.89,13.9,1,0.000,1,3,10,4120404710
40314990,40314869,40307202,0.93,63.1,53.8,1.29,763.1,1,0.099,3,3,8,4120407320
40314991,0,40314991,2.73,0.0,8.4,17.61,17.6,1,0.000,1,3,10,4120063100
40314992,0,40314992,3.71,0.0,21.5,12.28,100.8,1,0.000,3,2,10,4120411360
40314993,40313585,40306678,21.30,189.0,27.5,59.59,59.6,1,0.000,1,4,10,4121296020
40315116,40315860,40282950,1.51,374.1,85.6,1.61,2043.4,1,0.504,4,1,7,4121298150
40315117,40315118,40282950,7.54,291.7,17.1,28.58,66.2,1,0.013,2,2,8,4121296910
40315118,40315491,40282950,4.18,287.4,172.2,6.62,5897.3,1,0.000,5,1,10,4120412180
40315119,40315491,40282950,1.62,287.5,10.6,4.68,45.0,1,0.009,2,2,9,4120412180
40315120,40314981,40282950,2.03,215.0,6.7,11.96,12.0,1,0.000,1,5,10,4120413200
40315121,40313693,40282950,5.79,155.8,18.5,9.69,73.7,1,0.001,2,4,9,4120408060
40315122,40313694,40282950,5.79,154.7,13.2,33.61,33.6,1,0.001,1,5,9,4121296010
40315123,40312985,40276558,9.62,176.4,701.9,63.30,59307.6,1,48.948,6,1,5,4121295110
40315124,40314065,40308721,4.52,42.1,27.1,16.15,161.4,1,0.000,2,2,10,4120410730
40315125,40315124,40308721,0.87,46.5,6.9,11.96,12.0,1,0.000,1,3,10,4120410730
40315126,40314582,40307202,2.09,88.4,21.9,10.66,83.9,1,0.000,2,4,10,4120410590
40315127,40314870,40307202,1.04,58.5,43.6,1.29,206.6,1,0.027,2,3,8,4120411660
40315128,40313827,40306678,7.83,42.3,11.9,49.60,49.6,1,0.001,1,3,9,4120404210
40315129,40314729,40306678,1.74,69.6,18.7,3.55,107.3,1,0.001,2,3,9,4120411560
40315130,40311192,40306678,18.20,79.6,57.9,36.00,337.3,1,0.000,3,2,10,4121295040
40315131,40313704,40306678,5.68,143.1,23.3,11.79,53.7,1,0.000,2,6,10,4120408690
40315132,40312465,40306678,11.24,135.9,34.5,20.83,198.5,1,0.001,3,5,9,4120408690
40315133,40315134,40417973,2.15,2644.4,5.8,15.83,15.8,0,0.000,1,5,10,4120411370
40315134,40316922,40417973,16.37,2628.1,23.8,77.37,110.8,0,0.006,2,4,9,4120411370
40315233,40314574,40282950,3.42,274.3,9.5,23.11,23.1,1,0.003,1,3,9,4121296000
40315234,40314863,40282950,2.09,182.4,52.0,4.52,705.1,1,0.005,3,2,9,4121295770
40315235,40313575,40282950,6.89,145.6,15.3,21.01,21.0,1,0.001,1,5,9,4120405040
40315236,40312094,40282658,13.10,134.6,20.1,39.41,39.4,1,0.003,1,2,9,4121292630
40315237,40314301,40280667,7.25,151.5,12.8,30.21,30.2,1,0.003,1,3,9,4121295230
40315238,40314865,40291987,2.09,154.2,10.8,11.64,11.6,1,0.000,1,4,10,4120407740
40315239,40312856,40291987,9.73,91.2,405.3,31.65,28658.4,1,0.000,6,1,10,4120408180
40315240,40311484,40304009,20.58,41.4,24.6,80.88,80.9,1,0.000,1,3,10,4120406450
40315241,40314987,40308059,3.25,39.6,53.5,10.34,340.9,1,0.000,3,2,10,4120411760
40315242,40314987,40308059,1.04,39.6,49.6,0.97,233.2,1,0.000,3,3,10,4120411770
40315243,40314579,40308064,2.67,47.5,64.2,5.01,882.9,1,0.000,4,1,10,4121295020
40315244,40314308,40308064,5.80,32.1,11.0,22.94,22.9,1,0.000,1,2,10,4120404710
40315245,40314581,40308065,5.68,31.1,47.9,16.64,419.7,1,0.000,3,3,10,4120410580
40315246,40311841,40306678,16.00,34.7,42.9,40.85,201.5,1,0.003,2,2,9,4120405080
40315247,40315246,40306678,0.87,50.7,7.8,16.97,17.0,1,0.000,1,3,10,4120405080
40315248,40314729,40306678,2.32,69.6,28.9,3.39,227.2,1,0.003,3,2,9,4120411550
40315249,40315250,40306678,2.15,92.7,7.2,13.73,13.7,1,0.000,1,3,10,4121295030
40315250,40311190,40306678,18.55,74.1,25.8,44.72,76.2,1,0.000,2,3,10,4121295030
40315251,40312226,40306678,13.45,138.2,66.4,31.00,828.1,1,0.000,4,4,10,4120409020
40315370,40314179,40282950,4.52,229.7,15.2,12.44,43.8,1,0.000,2,3,10,4121295100
40315371,40313237,40282950,9.10,143.7,16.7,30.06,30.1,1,0.001,1,4,9,4120405040
40315372,40312572,40282950,11.82,138.5,44.0,37.14,209.4,1,0.020,2,2,8,4120405220
